"Transect","year","date","start.time","presence"
"EASO-34",2014,"2014-03-05","19:20",0
"EASO-34",2014,"2014-03-25","19:45",0
"EASO-34",2014,"2014-04-09","20:03",0
"EASO-34",2014,"2014-05-28","21:25",0
"EASO-34",2017,"2017-03-28","20:20",0
"EASO-34",2017,"2017-05-05","20:20",0
"EASO-34",2017,"2017-05-19","21:15",0
"EASO-34",2017,"2017-05-28","21:00",0
"EASO-34",2018,"2018-03-12","20:06",0
"EASO-34",2018,"2018-04-27","22:09",0
"EASO-34",2018,"2018-05-09","22:10",0
"EASO-34",2018,"2018-05-29","22:05",0
"EASO-34",2019,"2019-03-12","19:45",0
"EASO-34",2019,"2019-04-08","20:00",0
"EASO-34",2019,"2019-04-23","20:20",0
"EASO-34",2020,"2020-03-29","21:35",0
"EASO-34",2020,"2020-04-14","21:07",0
"EASO-34",2020,"2020-05-01","21:44",0
"EASO-34",2020,"2020-05-22","23:09",0
"EASO-36",2013,"2013-03-07","18:42",0
"EASO-36",2013,"2013-04-20","04:55",0
"EASO-36",2013,"2013-05-20","21:46",0
"EASO-36",2015,"2015-03-15","19:38",0
"EASO-36",2015,"2015-04-05","20:22",1
"EASO-36",2015,"2015-04-21","20:36",0
"EASO-36",2015,"2015-05-29","21:24",1
"EASO-36",2016,"2016-03-21","19:57",0
"EASO-36",2016,"2016-04-14","20:47",0
"EASO-36",2016,"2016-05-03","20:37",0
"EASO-36",2016,"2016-05-23","20:59",0
"EASO-36",2017,"2017-03-11","18:36",0
"EASO-36",2017,"2017-04-02","19:59",0
"EASO-36",2017,"2017-04-22","20:37",0
"EASO-36",2017,"2017-05-12","20:37",0
"EASO-36",2018,"2018-04-24","22:20",0
"EASO-36",2018,"2018-05-04","23:57",0
"EASO-36",2018,"2018-05-28","22:40",0
"EASO-36",2018,"2018-05-31","23:55",1
"EASO-36",2019,"2019-05-13","20:49",1
"EASO-36",2019,"2019-05-17","21:39",1
"EASO-36",2020,"2020-05-07","20:50",0
"EASO-36",2020,"2020-05-17","21:50",0
"EASO-36",2020,"2020-05-20","21:22",0
"EASO-36",2020,"2020-05-28","22:15",0
"EASO-37",2014,"2014-03-14","20:10",1
"EASO-37",2014,"2014-03-26","20:00",1
"EASO-37",2014,"2014-04-03","20:30",1
"EASO-37",2014,"2014-04-15","20:00",1
"EASO-37",2016,"2016-03-26","20:47",0
"EASO-37",2016,"2016-04-09","20:55",0
"EASO-37",2016,"2016-05-02","21:38",1
"EASO-37",2016,"2016-05-13","21:30",1
"EASO-37",2017,"2017-03-25","20:17",0
"EASO-37",2017,"2017-04-20","21:13",0
"EASO-37",2017,"2017-04-30","21:12",0
"EASO-37",2017,"2017-05-11","21:30",0
"EASO-37",2018,"2018-04-15","21:07",1
"EASO-37",2018,"2018-05-13","21:19",0
"EASO-37",2018,"2018-05-23","21:42",0
"EASO-37",2018,"2018-05-30","22:01",0
"EASO-37",2019,"2019-03-23","19:55",0
"EASO-37",2019,"2019-04-14","20:11",0
"EASO-37",2019,"2019-04-25","20:30",0
"EASO-37",2019,"2019-05-14","20:40",0
"EASO-37",2020,"2020-03-26","20:05",0
"EASO-37",2020,"2020-04-09","20:05",0
"EASO-37",2020,"2020-04-23","20:18",0
"EASO-37",2020,"2020-05-06","20:37",0
"EASO-38",2013,"2013-04-29","21:50",1
"EASO-38",2014,"2014-03-17","19:32",0
"EASO-38",2014,"2014-04-21","20:16",0
"EASO-38",2014,"2014-05-15","22:34",1
"EASO-38",2014,"2014-05-27","21:09",1
"EASO-38",2015,"2015-03-13","20:35",1
"EASO-38",2015,"2015-04-11","20:50",0
"EASO-38",2015,"2015-04-29","21:40",1
"EASO-38",2015,"2015-05-28","21:55",0
"EASO-38",2016,"2016-03-25","20:45",0
"EASO-38",2016,"2016-04-08","21:54",1
"EASO-38",2016,"2016-05-03","21:27",0
"EASO-38",2016,"2016-05-20","21:22",0
"EASO-38",2018,"2018-03-29","21:06",0
"EASO-38",2018,"2018-04-10","21:29",0
"EASO-38",2018,"2018-05-06","21:35",0
"EASO-38",2018,"2018-05-25","21:47",0
"EASO-38",2019,"2019-03-21","19:56",0
"EASO-38",2019,"2019-04-11","20:07",0
"EASO-38",2019,"2019-04-24","20:33",0
"EASO-38",2019,"2019-05-15","20:45",0
"EASO-38",2020,"2020-03-26","21:10",0
"EASO-38",2020,"2020-04-23","21:13",0
"EASO-38",2020,"2020-05-06","21:41",0
"EASO-38",2020,"2021-04-09","21:05",0
"EASO-39",2013,"2013-03-10","19:50",0
"EASO-39",2013,"2013-05-17","04:27",0
"EASO-39",2015,"2015-04-02","20:15",0
"EASO-39",2015,"2015-04-12","20:00",0
"EASO-39",2015,"2015-04-19","20:10",0
"EASO-39",2016,"2016-03-28","20:20",0
"EASO-39",2016,"2016-04-04","20:10",0
"EASO-39",2016,"2016-04-11","20:10",0
"EASO-39",2017,"2017-04-04","20:10",0
"EASO-39",2017,"2017-04-11","20:10",0
"EASO-39",2019,"2019-04-12","19:30",0
"EASO-39",2019,"2019-04-18","20:15",0
"EASO-39",2019,"2019-04-25","19:45",0
"EASO-39",2019,"2019-05-09","20:00",0
"EASO-39",2020,"2020-03-30","20:02",0
"EASO-39",2020,"2020-04-14","20:18",1
"EASO-39",2020,"2020-04-24","20:10",0
"EASO-39",2020,"2020-05-10","20:28",0
"EASO-40",2013,"2013-03-28","21:15",0
"EASO-40",2013,"2013-05-15","21:25",0
"EASO-40",2013,"2013-05-22","05:05",0
"EASO-40",2014,"2014-04-03","19:58",0
"EASO-40",2014,"2014-04-24","20:32",0
"EASO-40",2014,"2014-05-19","20:43",0
"EASO-40",2014,"2014-05-31","20:48",0
"EASO-40",2016,"2016-03-27","20:00",0
"EASO-40",2016,"2016-04-26","20:33",1
"EASO-40",2016,"2016-05-01","20:27",0
"EASO-40",2016,"2016-05-25","21:30",0
"EASO-40",2017,"2017-04-03","20:00",0
"EASO-40",2017,"2017-04-17","20:10",0
"EASO-40",2017,"2017-05-01","20:30",0
"EASO-40",2017,"2017-05-08","20:30",0
"EASO-40",2019,"2019-04-06","20:07",0
"EASO-40",2020,"2020-04-28","20:27",0
"EASO-40",2020,"2020-04-30","20:38",0
"EASO-40",2020,"2020-05-05","21:34",0
"EASO-40",2020,"2020-05-08","20:37",0
"EASO-40",2021,"2021-03-03","20:25",0
"EASO-40",2021,"2021-04-12","20:04",0
"EASO-40",2021,"2021-04-30","20:49",0
"EASO-40",2021,"2021-05-04","21:10",0
"EASO-41",2013,"2013-03-27","06:25",0
"EASO-41",2013,"2013-04-11","05:35",0
"EASO-41",2013,"2013-05-20","05:15",0
"EASO-41",2014,"2014-03-11","21:21",0
"EASO-41",2014,"2014-03-14","21:15",0
"EASO-41",2016,"2016-05-23","22:00",1
"EASO-41",2017,"2017-03-29","20:02",0
"EASO-41",2017,"2017-04-02","20:05",0
"EASO-41",2017,"2017-04-26","20:24",0
"EASO-41",2018,"2018-03-13","19:42",0
"EASO-41",2018,"2018-04-09","20:15",0
"EASO-41",2018,"2018-04-23","20:12",0
"EASO-41",2018,"2018-05-04","21:00",0
"EASO-41",2019,"2019-03-13","19:42",1
"EASO-41",2019,"2019-04-03","19:48",1
"EASO-41",2019,"2019-04-15","20:30",0
"EASO-41",2019,"2019-05-01","20:45",0
"EASO-41",2021,"2021-03-24","20:11",0
"EASO-41",2021,"2021-04-05","20:32",0
"EASO-41",2021,"2021-05-07","20:49",0
"EASO-42",2013,"2013-03-10","20:40",0
"EASO-42",2013,"2013-05-11","05:20",0
"EASO-42",2013,"2013-05-17","04:45",0
"EASO-42",2015,"2015-03-26","19:55",0
"EASO-42",2015,"2015-04-30","20:30",0
"EASO-42",2015,"2015-05-16","20:42",0
"EASO-42",2016,"2016-04-28","20:35",1
"EASO-42",2016,"2016-05-03","20:50",0
"EASO-42",2016,"2016-05-15","20:55",0
"EASO-42",2016,"2016-05-19","21:18",0
"EASO-42",2019,"2019-04-02","19:45",0
"EASO-42",2019,"2019-04-09","19:35",0
"EASO-42",2019,"2019-05-01","19:57",0
"EASO-42",2019,"2019-05-15","20:15",0
"EASO-42",2021,"2021-03-24","21:13",0
"EASO-42",2021,"2021-04-18","21:51",0
"EASO-42",2021,"2021-04-30","21:45",0
"EASO-42",2021,"2021-05-05","22:52",0
"EASO-43",2013,"2013-05-20","23:15",0
"EASO-43",2014,"2014-03-11","19:40",0
"EASO-43",2014,"2014-04-13","20:15",0
"EASO-43",2014,"2014-05-02","20:45",0
"EASO-43",2016,"2016-02-03","22:31",0
"EASO-43",2016,"2016-04-07","22:45",0
"EASO-43",2016,"2016-05-04","23:20",0
"EASO-43",2016,"2016-05-23","23:05",0
"EASO-43",2020,"2020-03-22","20:55",0
"EASO-43",2020,"2020-04-20","21:40",0
"EASO-43",2020,"2020-05-01","21:55",0
"EASO-43",2021,"2021-03-24","20:42",0
"EASO-43",2021,"2021-04-18","22:14",0
"EASO-43",2021,"2021-04-30","22:28",0
"EASO-43",2021,"2021-05-05","23:34",0
"EASO-44",2013,"2013-03-29","22:40",1
"EASO-44",2013,"2013-04-28","22:30",1
"EASO-44",2013,"2013-05-21","23:10",1
"EASO-44",2014,"2014-03-16","21:00",1
"EASO-44",2014,"2014-03-30","21:20",1
"EASO-44",2014,"2014-04-22","20:30",0
"EASO-44",2014,"2014-05-24","21:00",0
"EASO-44",2015,"2015-03-27","22:16",1
"EASO-44",2015,"2015-05-28","22:10",1
"EASO-44",2016,"2016-03-25","20:26",0
"EASO-44",2016,"2016-04-23","21:15",1
"EASO-44",2016,"2016-05-06","21:15",0
"EASO-44",2016,"2016-05-18","21:30",0
"EASO-44",2017,"2017-03-25","22:30",1
"EASO-44",2017,"2017-04-30","22:30",1
"EASO-44",2017,"2017-05-22","22:50",0
"EASO-44",2017,"2017-05-31","22:00",0
"EASO-44",2018,"2018-04-01","22:20",1
"EASO-44",2018,"2018-04-25","22:22",1
"EASO-44",2018,"2018-05-11","21:51",0
"EASO-44",2018,"2018-05-17","22:59",0
"EASO-44",2019,"2019-03-27","21:02",1
"EASO-44",2019,"2019-04-09","21:29",1
"EASO-44",2019,"2019-05-03","21:26",0
"EASO-44",2019,"2019-05-14","21:36",0
"EASO-44",2020,"2020-03-26","21:37",0
"EASO-44",2020,"2020-04-08","22:08",0
"EASO-44",2020,"2020-04-24","21:57",0
"EASO-44",2020,"2020-05-12","22:17",0
"EASO-44",2021,"2021-03-25","21:36",0
"EASO-44",2021,"2021-04-10","22:52",0
"EASO-44",2021,"2021-05-01","21:57",0
"EASO-44",2021,"2021-05-31","22:24",0
"EASO-45",2013,"2013-03-30","04:45",0
"EASO-45",2013,"2013-04-27","22:18",0
"EASO-45",2013,"2013-05-12","22:13",0
"EASO-45",2014,"2014-03-29","19:55",0
"EASO-45",2014,"2014-04-11","20:40",0
"EASO-45",2014,"2014-05-15","20:50",0
"EASO-45",2014,"2014-05-22","23:23",0
"EASO-45",2015,"2015-03-27","21:55",0
"EASO-45",2015,"2015-04-07","23:54",0
"EASO-45",2015,"2015-04-29","23:44",0
"EASO-45",2015,"2015-05-20","23:40",0
"EASO-45",2016,"2016-03-25","19:35",0
"EASO-45",2016,"2016-04-23","20:34",0
"EASO-45",2016,"2016-05-06","20:32",0
"EASO-45",2016,"2016-05-18","20:40",0
"EASO-45",2017,"2017-03-30","19:50",0
"EASO-45",2017,"2017-04-06","20:30",1
"EASO-45",2017,"2017-05-23","22:07",0
"EASO-45",2018,"2018-03-01","20:29",0
"EASO-45",2018,"2018-04-25","20:47",0
"EASO-45",2018,"2018-05-15","21:48",0
"EASO-45",2018,"2018-05-28","22:40",0
"EASO-45",2019,"2019-04-16","21:33",1
"EASO-45",2019,"2019-04-23","20:40",0
"EASO-45",2019,"2019-05-10","20:30",0
"EASO-45",2020,"2020-03-31","22:40",0
"EASO-45",2020,"2020-04-01","21:09",0
"EASO-45",2020,"2020-05-01","21:13",0
"EASO-45",2020,"2020-05-15","20:48",0
"EASO-45",2021,"2021-03-25","22:00",0
"EASO-45",2021,"2021-04-18","21:43",0
"EASO-45",2021,"2021-04-29","21:53",0
"EASO-45",2021,"2021-05-20","23:38",0
"EASO-47",2013,"2013-03-28","21:12",0
"EASO-47",2013,"2013-04-14","20:21",1
"EASO-47",2013,"2013-05-20","21:08",0
"EASO-47",2014,"2014-03-27","19:50",0
"EASO-47",2014,"2014-04-11","20:06",0
"EASO-47",2014,"2014-04-28","20:40",0
"EASO-47",2014,"2014-05-14","20:56",0
"EASO-47",2016,"2016-03-19","21:09",0
"EASO-47",2016,"2016-03-22","20:06",0
"EASO-47",2016,"2016-05-23","21:40",0
"EASO-47",2017,"2017-03-11","18:55",1
"EASO-47",2017,"2017-04-02","20:16",1
"EASO-47",2017,"2017-04-22","20:20",0
"EASO-47",2017,"2017-05-12","20:54",0
"EASO-47",2018,"2018-03-29","21:46",0
"EASO-47",2018,"2018-04-10","22:00",0
"EASO-47",2018,"2018-05-01","21:53",0
"EASO-47",2018,"2018-05-20","22:05",0
"EASO-47",2019,"2019-04-02","22:30",0
"EASO-47",2019,"2019-04-16","20:11",0
"EASO-47",2019,"2019-05-13","22:15",0
"EASO-47",2019,"2019-05-24","23:15",0
"EASO-47",2021,"2021-04-03","22:15",0
"EASO-47",2021,"2021-04-24","22:30",0
"EASO-47",2021,"2021-05-14","22:18",0
"EASO-47",2021,"2021-05-27","22:12",0
"EASO-48",2013,"2013-03-28","19:50",0
"EASO-48",2013,"2013-04-11","20:06",0
"EASO-48",2013,"2013-05-21","20:45",0
"EASO-48",2015,"2015-04-01","19:50",1
"EASO-48",2015,"2015-04-14","19:55",0
"EASO-48",2015,"2015-04-21","20:00",0
"EASO-48",2015,"2015-05-23","20:42",0
"EASO-48",2017,"2017-03-21","20:07",0
"EASO-48",2017,"2017-04-06","20:02",0
"EASO-48",2017,"2017-04-26","21:09",1
"EASO-48",2017,"2017-05-15","20:47",0
"EASO-48",2018,"2018-03-22","20:03",0
"EASO-48",2018,"2018-04-10","20:14",0
"EASO-48",2018,"2018-05-16","21:14",0
"EASO-50",2014,"2014-03-29","20:11",1
"EASO-50",2014,"2014-04-24","21:11",0
"EASO-50",2014,"2014-05-13","21:10",0
"EASO-50",2014,"2014-05-26","21:41",0
"EASO-50",2015,"2015-03-21","22:18",0
"EASO-50",2015,"2015-04-07","20:42",0
"EASO-50",2015,"2015-04-15","20:26",0
"EASO-50",2015,"2015-05-07","20:48",0
"EASO-50",2016,"2016-03-21","19:49",0
"EASO-50",2016,"2016-04-22","20:05",0
"EASO-50",2016,"2016-05-05","20:32",0
"EASO-50",2016,"2016-05-29","20:32",0
"EASO-50",2017,"2017-03-19","19:40",1
"EASO-50",2017,"2017-04-12","20:11",1
"EASO-50",2017,"2017-04-15","20:17",0
"EASO-50",2017,"2017-05-07","20:42",0
"EASO-50",2018,"2018-03-11","19:29",0
"EASO-50",2018,"2018-03-21","19:32",0
"EASO-50",2018,"2018-04-16","20:02",0
"EASO-50",2018,"2018-04-29","20:23",0
"EASO-50",2020,"2020-03-27","19:51",0
"EASO-50",2021,"2021-03-27","20:10",0
"EASO-50",2021,"2021-04-02","20:14",0
"EASO-50",2021,"2021-04-23","20:12",0
"EASO-50",2021,"2021-05-18","20:42",0
"EASO-52",2014,"2014-03-10","20:10",0
"EASO-52",2014,"2014-04-10","20:55",0
"EASO-52",2014,"2014-05-05","21:30",0
"EASO-52",2014,"2014-05-14","21:35",0
"EASO-52",2015,"2015-03-23","21:32",0
"EASO-52",2015,"2015-04-13","21:44",0
"EASO-52",2015,"2015-04-21","20:44",0
"EASO-52",2015,"2015-05-27","21:32",0
"EASO-52",2016,"2016-03-31","21:48",0
"EASO-52",2016,"2016-04-12","20:34",0
"EASO-52",2016,"2016-05-12","22:01",0
"EASO-52",2016,"2016-05-15","21:38",0
"EASO-52",2017,"2017-03-21","21:02",0
"EASO-52",2017,"2017-04-18","21:25",0
"EASO-52",2017,"2017-05-03","21:22",0
"EASO-52",2017,"2017-05-21","21:28",0
"EASO-52",2018,"2018-04-24","22:00",0
"EASO-52",2018,"2018-05-04","23:23",0
"EASO-52",2018,"2018-05-28","22:15",0
"EASO-52",2018,"2018-05-31","23:37",0
"EASO-53",2013,"2013-04-11","04:40",0
"EASO-53",2013,"2013-05-20","04:40",0
"EASO-53",2014,"2014-03-13","19:50",0
"EASO-53",2014,"2014-04-18","20:50",0
"EASO-53",2014,"2014-05-10","20:50",0
"EASO-53",2014,"2014-05-27","19:50",0
"EASO-53",2015,"2015-03-31","21:00",0
"EASO-53",2015,"2015-04-30","21:05",0
"EASO-53",2015,"2015-05-02","21:00",0
"EASO-53",2016,"2016-03-16","20:30",0
"EASO-53",2016,"2016-03-28","20:35",0
"EASO-53",2016,"2016-04-25","21:10",0
"EASO-53",2016,"2016-05-19","21:30",0
"EASO-53",2019,"2019-03-28","13:30",0
"EASO-53",2019,"2019-04-04","19:57",0
"EASO-53",2019,"2019-04-27","20:41",0
"EASO-53",2019,"2019-05-16","20:44",0
"EASO-53",2020,"2020-03-25","14:15",0
"EASO-53",2020,"2020-04-08","20:45",0
"EASO-53",2020,"2020-04-26","20:41",0
"EASO-53",2020,"2020-05-06","21:03",0
"EASO-54",2013,"2013-04-01","20:01",0
"EASO-54",2013,"2013-04-12","20:07",0
"EASO-54",2013,"2013-05-20","20:42",0
"EASO-54",2014,"2014-03-26","21:00",0
"EASO-54",2014,"2014-04-04","21:17",0
"EASO-54",2014,"2014-05-09","21:32",0
"EASO-54",2014,"2014-05-17","21:30",0
"EASO-54",2015,"2015-03-23","21:00",0
"EASO-54",2015,"2015-04-05","21:20",0
"EASO-54",2015,"2015-04-24","21:06",0
"EASO-54",2015,"2015-05-17","21:00",0
"EASO-54",2017,"2017-03-19","21:20",0
"EASO-54",2017,"2017-04-02","21:12",0
"EASO-54",2017,"2017-04-19","21:20",0
"EASO-54",2017,"2017-05-04","21:32",0
"EASO-54",2018,"2018-03-25","21:10",0
"EASO-54",2018,"2018-04-08","21:45",0
"EASO-54",2018,"2018-04-29","21:20",0
"EASO-54",2018,"2018-05-17","21:40",0
"EASO-54",2021,"2021-04-10","20:09",1
"EASO-54",2021,"2021-04-24","20:26",0
"EASO-54",2021,"2021-05-21","21:34",0
"EASO-54",2021,"2021-05-28","21:06",0
"EASO-56",2014,"2014-05-15","21:00",0
"EASO-56",2014,"2014-05-29","21:13",0
"EASO-56",2015,"2015-03-20","23:17",0
"EASO-56",2015,"2015-04-01","22:05",0
"EASO-56",2015,"2015-04-30","22:00",0
"EASO-56",2015,"2015-05-15","23:00",0
"EASO-56",2017,"2017-03-25","20:40",0
"EASO-56",2017,"2017-04-08","21:39",0
"EASO-56",2017,"2017-04-23","21:11",0
"EASO-56",2017,"2017-05-02","22:11",1
"EASO-56",2020,"2020-04-05","19:45",0
"EASO-56",2020,"2020-04-19","19:40",0
"EASO-56",2020,"2020-04-27","19:41",0
"EASO-56",2021,"2021-04-11","20:06",0
"EASO-56",2021,"2021-04-18","20:17",0
"EASO-56",2021,"2021-04-25","20:41",0
"EASO-56",2021,"2021-05-15","20:46",0
"EASO-57",2015,"2015-03-27","20:20",0
"EASO-57",2015,"2015-04-24","21:00",0
"EASO-57",2015,"2015-05-15","20:50",0
"EASO-57",2015,"2015-05-18","20:55",0
"EASO-57",2016,"2016-03-21","20:40",0
"EASO-57",2016,"2016-04-14","20:09",0
"EASO-57",2016,"2016-05-03","21:19",0
"EASO-57",2016,"2016-05-23","21:44",0
"EASO-57",2017,"2017-03-21","19:50",0
"EASO-57",2017,"2017-04-19","20:59",0
"EASO-57",2017,"2017-04-24","21:15",0
"EASO-57",2017,"2017-05-02","21:10",0
"EASO-57",2018,"2018-04-23","20:10",0
"EASO-57",2018,"2018-05-14","21:40",0
"EASO-57",2018,"2018-05-30","20:20",0
"EASO-57",2020,"2020-03-26","20:00",0
"EASO-57",2020,"2020-04-25","20:22",0
"EASO-57",2020,"2020-05-02","21:04",0
"EASO-57",2020,"2020-05-09","20:58",0
"EASO-58",2014,"2014-03-08","20:16",0
"EASO-58",2014,"2014-04-11","22:30",0
"EASO-58",2014,"2014-05-08","21:40",0
"EASO-58",2014,"2014-05-19","22:10",0
"EASO-58",2015,"2015-04-04","20:10",0
"EASO-58",2015,"2015-04-12","20:30",0
"EASO-58",2015,"2015-05-17","20:50",0
"EASO-58",2017,"2017-04-06","20:05",0
"EASO-58",2017,"2017-04-15","21:52",0
"EASO-58",2017,"2017-05-01","20:35",0
"EASO-58",2017,"2017-05-23","21:36",0
"EASO-58",2018,"2018-03-19","20:02",0
"EASO-58",2018,"2018-04-25","20:23",0
"EASO-58",2018,"2018-05-28","23:06",0
"EASO-58",2019,"2019-03-01","21:40",0
"EASO-58",2019,"2019-04-02","20:00",0
"EASO-58",2019,"2019-04-25","20:21",0
"EASO-58",2019,"2019-05-10","21:54",0
"EASO-59",2014,"2014-03-20","21:45",0
"EASO-59",2014,"2014-05-14","20:41",0
"EASO-59",2015,"2015-04-21","21:10",0
"EASO-59",2015,"2015-04-28","21:50",0
"EASO-59",2015,"2015-05-30","22:30",0
"EASO-59",2016,"2016-04-05","21:47",0
"EASO-59",2016,"2016-04-19","20:45",0
"EASO-59",2016,"2016-04-23","21:30",0
"EASO-59",2016,"2016-04-26","20:43",0
"EASO-59",2017,"2017-03-16","21:43",0
"EASO-59",2017,"2017-04-11","21:53",0
"EASO-59",2017,"2017-04-12","21:25",0
"EASO-59",2017,"2017-05-11","20:58",1
"EASO-59",2019,"2019-03-17","20:40",0
"EASO-60",2014,"2014-03-23","20:19",0
"EASO-60",2014,"2014-05-03","22:02",1
"EASO-60",2014,"2014-05-09","21:37",0
"EASO-60",2014,"2014-05-24","21:59",0
"EASO-60",2015,"2015-03-30","21:57",0
"EASO-60",2015,"2015-04-23","22:34",0
"EASO-60",2015,"2015-05-14","22:08",0
"EASO-60",2016,"2016-03-22","21:58",0
"EASO-60",2016,"2016-04-24","22:18",0
"EASO-60",2016,"2016-05-09","21:59",0
"EASO-60",2016,"2016-05-25","22:17",0
"EASO-60",2017,"2017-03-21","20:57",0
"EASO-60",2017,"2017-04-12","21:54",0
"EASO-60",2017,"2017-05-01","21:36",0
"EASO-60",2017,"2017-05-15","22:15",0
"EASO-60",2018,"2018-04-01","21:58",0
"EASO-60",2018,"2018-04-25","22:06",0
"EASO-60",2018,"2018-05-11","21:36",0
"EASO-60",2018,"2018-05-17","22:46",0
"EASO-60",2019,"2019-03-27","20:43",0
"EASO-60",2019,"2019-04-09","21:16",0
"EASO-60",2019,"2019-05-03","21:11",0
"EASO-60",2019,"2019-05-14","21:19",0
"EASO-60",2020,"2020-03-26","21:20",0
"EASO-60",2020,"2020-04-08","21:55",0
"EASO-60",2020,"2020-04-24","21:44",0
"EASO-60",2020,"2020-05-22","23:10",1
"EASO-60",2021,"2021-03-25","21:21",0
"EASO-60",2021,"2021-04-10","22:38",0
"EASO-60",2021,"2021-05-01","21:44",0
"EASO-60",2021,"2021-05-31","22:10",0
"EASO-61",2014,"2014-04-10","05:00",0
"EASO-61",2014,"2014-04-21","21:37",0
"EASO-61",2014,"2014-05-09","21:30",0
"EASO-61",2015,"2015-03-17","20:00",0
"EASO-61",2015,"2015-04-20","20:30",1
"EASO-61",2015,"2015-04-29","20:30",0
"EASO-61",2015,"2015-05-11","20:40",1
"EASO-61",2016,"2016-04-20","20:24",0
"EASO-61",2016,"2016-04-26","21:22",0
"EASO-61",2016,"2016-05-03","22:05",0
"EASO-61",2016,"2016-05-20","22:21",0
"EASO-61",2017,"2017-03-11","18:59",0
"EASO-61",2017,"2017-03-27","21:30",0
"EASO-61",2017,"2017-04-11","21:21",0
"EASO-61",2017,"2017-05-14","23:06",0
"EASO-61",2018,"2018-03-12","19:21",0
"EASO-61",2018,"2018-04-27","21:24",0
"EASO-61",2018,"2018-05-09","21:31",0
"EASO-61",2018,"2018-05-29","22:51",0
"EASO-61",2020,"2020-05-04","21:00",0
"EASO-61",2020,"2020-05-10","21:20",0
"EASO-61",2020,"2020-05-18","21:32",0
"EASO-63",2015,"2015-03-28","21:32",0
"EASO-63",2016,"2016-05-20","20:50",0
"EASO-63",2019,"2019-05-11","21:17",1
"EASO-63",2019,"2019-05-31","21:05",0
"EASO-63",2020,"2020-05-07","21:29",0
"EASO-63",2020,"2020-05-17","21:05",0
"EASO-63",2020,"2020-05-20","20:46",0
"EASO-63",2020,"2020-05-28","21:30",0
"EASO-63",2021,"2021-04-03","21:33",0
"EASO-63",2021,"2021-04-24","21:46",0
"EASO-63",2021,"2021-05-14","21:36",0
"EASO-63",2021,"2021-05-27","21:42",0
"EASO-66",2021,"2021-03-24","20:23",0
"EASO-66",2021,"2021-04-18","22:31",0
"EASO-66",2021,"2021-04-30","22:10",0
"EASO-66",2021,"2021-05-05","23:14",0
"EASO-68",2019,"2019-05-02","21:42",0
"EASO-68",2019,"2019-05-15","21:25",0
"EASO-68",2019,"2019-05-16","21:20",0
"EASO-68",2021,"2021-04-03","21:06",0
"EASO-68",2021,"2021-04-24","21:20",0
"EASO-68",2021,"2021-05-14","21:13",0
